,associated,name,code,level,desc,imgs,page,includes,img_1,img_2
369,Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,Plumbing Fixtures,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location;
• Carrier and wall width requirements;",1068,112,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1068.png,
370,Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,Plumbing Fixtures,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,300,"Inclusions:
• Modeled as design-specified size, shape, spacing,
and location;
• Approximate allowances for clearances required for all
specified supports that are to be utilized in the layout
of all fixtures;
• Access/code clearance requirements modeled.",1071,112,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1071.png,
371,Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,Plumbing Fixtures,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,350,"Inclusions:
• Modeled as actual construction elements size, shape,
spacing, and location/connections of fixtures/carriers;
• Actual size, shape, spacing, and clearances required
for all supports that are utilized in the layout of all
fixtures.
• Actual access/code clearance requirements modeled.",1077,113,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1077.png,
372,Associated Masterformat Sections: 22 40 00 / 22 41 00 / 22 41 13 / 22 41 16 / 22 41 19 22 41 23 / 22 41 26 / 22 41 36 / 22 41 39 / 22 42 00 / 22 42 13 / 22 42 16 / 22 42 19 22 42 23 / 22 42 26 / 22 42 29 / 22 42 33 / 22 42 36 / 22 42 39 / 22 42 43 / 22 43 00 22 43 13 / 22 43 16 / 22 43 19 / 22 43 23 / 22 43 39 / 22 43 43 / 22 45 00 / 22 45 13 22 45 16 / 22 45 26 / 22 45 29 / 22 45 33 / 22 45 36 / 22 46 00 / 22 46 13 / 22 46 16 22 46 39 / 22 46 43 / 22 46 53 / 22 47 00 / 22 47 13 / 22 47 23 ,Plumbing Fixtures,D2010.60 / 21-04 20 10 60 / Ss 40 15 75,400,See D2010.10,1077,113,"Includes: Terminal devices on the domestic water plumbing system. Includes rough-in piping, trim, fittings, and connection to vent piping. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1077.png,
373,Associated Masterformat Sections: 01 86 16 / 22 13 00 ,Sanitary Drainage,D2020 / 21-04 20 20 / Ss 50 30 4,100,See D20,,113,"Includes: Facility sanitary sewerage system located within, under, or closely associated with a structure. Include Sanitary Drainage Supplementary Components as appropriate. ",,
374,Associated Masterformat Sections: 01 86 16 / 22 13 00 ,Sanitary Drainage,D2020 / 21-04 20 20 / Ss 50 30 4,200,See D2010,,113,"Includes: Facility sanitary sewerage system located within, under, or closely associated with a structure. Include Sanitary Drainage Supplementary Components as appropriate. ",,
375,Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,Sanitary Sewerage Equipment,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,100,See D20,,114,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",,
376,Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,Sanitary Sewerage Equipment,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location.",1082,114,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1082.png,
377,Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,Sanitary Sewerage Equipment,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,300,"Inclusions:
• design specified size, shape, spacing, and location of
equipment.
• Approximate allowances for clearances required for all
specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment are
modeled.
• Access/code clearance requirements modeled.",1083,114,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1083.png,
378,Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,Sanitary Sewerage Equipment,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,350,"Inclusions:
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements modeled.",1084,114,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1084.png,
379,Associated Masterformat Sections: 22 13 23 / 22 13 26 / 22 13 29 / 22 13 33 / 22 13 36 22 13 43 / 22 13 53 ,Sanitary Sewerage Equipment,D2020.10 / 21-04 20 20 10 / Ss 50 30 04,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation",1085,114,"Includes: Interceptor, separator, pumps, and septic tanks that are part of facility sanitary sewerage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1085.png,
380,Associated Masterformat Sections: 22 13 13 / 22 13 16 / 22 13 19 / 22 05 73 / 22 05 76 ,Sanitary Sewerage Piping,D2020.30 / 21-04 20 20 30 / Ss 50 30 04,100,See D20,,115,Includes: Sanitary waste and vent piping system within and under structures. May Include: Sanitary piping from the structure to the utility sanitary sewer. ,,
381,Associated Masterformat Sections: 22 13 13 / 22 13 16 / 22 13 19 / 22 05 73 / 22 05 76 ,Sanitary Sewerage Piping,D2020.30 / 21-04 20 20 30 / Ss 50 30 04,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers.",1090,115,Includes: Sanitary waste and vent piping system within and under structures. May Include: Sanitary piping from the structure to the utility sanitary sewer. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1090.png,
382,Associated Masterformat Sections: 22 13 13 / 22 13 16 / 22 13 19 / 22 05 73 / 22 05 76 ,Sanitary Sewerage Piping,D2020.30 / 21-04 20 20 30 / Ss 50 30 04,300,"Inclusions:
• design-specified size, shape, spacing, location, and
slope of pipe, valves, fittings, and insulation for risers,
mains, and branches.
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all risers,
mains, and branches.
• Access/code clearance requirements modeled",1092,115,Includes: Sanitary waste and vent piping system within and under structures. May Include: Sanitary piping from the structure to the utility sanitary sewer. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1092.png,
383,Associated Masterformat Sections: 22 13 13 / 22 13 16 / 22 13 19 / 22 05 73 / 22 05 76 ,Sanitary Sewerage Piping,D2020.30 / 21-04 20 20 30 / Ss 50 30 04,350,"Inclusions:
• Actual construction elements.
• Actual size, shape, spacing, location, connections,
and slope of pipe, valves, fittings, and insulation for
risers, mains, and branches.
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all risers, mains, and
branches.
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements modeled",1091,115,Includes: Sanitary waste and vent piping system within and under structures. May Include: Sanitary piping from the structure to the utility sanitary sewer. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1091.png,
384,Associated Masterformat Sections: 22 13 13 / 22 13 16 / 22 13 19 / 22 05 73 / 22 05 76 ,Sanitary Sewerage Piping,D2020.30 / 21-04 20 20 30 / Ss 50 30 04,400,See D2020.10,1091,115,Includes: Sanitary waste and vent piping system within and under structures. May Include: Sanitary piping from the structure to the utility sanitary sewer. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1091.png,
385,Associated Masterformat Sections: 01 86 16 / 22 14 00 ,Building Support Plumbing Systems,D2030 / 21-04 20 30 / --,100,See D20,,116,Includes: Facility storm water drainage and gray water systems. Include Building Support Plumbing System Supplementary Components as appropriate. ,,
386,Associated Masterformat Sections: 01 86 16 / 22 14 00 ,Building Support Plumbing Systems,D2030 / 21-04 20 30 / --,200,See D2010,,116,Includes: Facility storm water drainage and gray water systems. Include Building Support Plumbing System Supplementary Components as appropriate. ,,
387,Associated Masterformat Sections: 22 14 29 / 22 14 33 / 22 14 36 / 22 14 53 ,Stormwater Drainage Equipment,D2030.10 / 21-04 20 30 10 / Ss 50 35 80,100,"Inclusions:
• Diagrammatic or schematic model elements.
• Conceptual and/or schematic layout;",,116,"Includes: Drainage pumps, and sump pumps that are part of stormwater drainage system. ",,
388,Associated Masterformat Sections: 22 14 29 / 22 14 33 / 22 14 36 / 22 14 53 ,Stormwater Drainage Equipment,D2030.10 / 21-04 20 30 10 / Ss 50 35 80,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment.
• Approximate access/code clearance requirements.",1098,116,"Includes: Drainage pumps, and sump pumps that are part of stormwater drainage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1098.png,
389,Associated Masterformat Sections: 22 14 29 / 22 14 33 / 22 14 36 / 22 14 53 ,Stormwater Drainage Equipment,D2030.10 / 21-04 20 30 10 / Ss 50 35 80,300,"Inclusions:
• design-specified size, shape, spacing, and location.
• Approximate allowances for clearances required for
all specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment.
• Access/code clearance requirements modeled.",1099,116,"Includes: Drainage pumps, and sump pumps that are part of stormwater drainage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1099.png,
390,Associated Masterformat Sections: 22 14 29 / 22 14 33 / 22 14 36 / 22 14 53 ,Stormwater Drainage Equipment,D2030.10 / 21-04 20 30 10 / Ss 50 35 80,350,"Inclusions:
• actual construction elements size, shape, spacing,
and location/connections of equipment,
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements
modeled.",1105,117,"Includes: Drainage pumps, and sump pumps that are part of stormwater drainage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1105.png,
391,Associated Masterformat Sections: 22 14 29 / 22 14 33 / 22 14 36 / 22 14 53 ,Stormwater Drainage Equipment,D2030.10 / 21-04 20 30 10 / Ss 50 35 80,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",1106,117,"Includes: Drainage pumps, and sump pumps that are part of stormwater drainage system. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1106.png,
392,Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,Stormwater Drainage Piping,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,100,See D20,,117,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",,
393,Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,Stormwater Drainage Piping,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers.",1104,117,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1104.png,
394,Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,Stormwater Drainage Piping,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,300,"Inclusions:
• design-specified size, shape, spacing, location, and
slope of pipe, valves, fittings, and insulation for
risers, mains, and branches.
• Approximate allowances for clearances required for
all specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all
risers, mains, and branches.
• Access/code clearance requirements modeled.",1111,118,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1111.png,
395,Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,Stormwater Drainage Piping,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,350,"Inclusions:
• actual size, shape, spacing, location, connections,
and slope of pipe, valves, fittings, and insulation for
risers, mains, and branches.
• Actual size and shape, spacing, and clearances
required for all hangers, supports, vibration and
seismic control that are utilized in the layout of all
risers, mains, and branches.
• Actual access/code clearance requirements
modeled.
• Actual floor and wall penetration elements.",1112,118,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1112.png,
396,Associated Masterformat Sections: 22 05 73 / 22 05 76 / 22 14 13 / 22 14 16 / 22 14 23 ,Stormwater Drainage Piping,D2030.20 / 21-04 20 30 20 / Ss 50 35 80,400,See D2030.10,1112,118,"Includes: Storm drainage piping system within, under, or closely associated with a structure. Includes storm drains for areas closely associated with a structure such as courtyards, plazas, and loading dock areas. May Include: Storm drainage piping from the structure to the utility storm drain. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1112.png,
397,Associated Masterformat Sections: 22 14 26 ,Facility Stormwater Drains,D2030.30 / 21-04 20 30 30 / Ss 50 35 80,100,See D20,1117,119,Includes: Various types of drains to collect storm water. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1117.png,
398,Associated Masterformat Sections: 22 14 26 ,Facility Stormwater Drains,D2030.30 / 21-04 20 30 30 / Ss 50 35 80,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location.",,119,Includes: Various types of drains to collect storm water. ,,
399,Associated Masterformat Sections: 22 14 26 ,Facility Stormwater Drains,D2030.30 / 21-04 20 30 30 / Ss 50 35 80,300,"Inclusions:
• design-specified size, shape, spacing, and location of
components.
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all
components.
• Access/code clearance requirements modeled.",1118,119,Includes: Various types of drains to collect storm water. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1118.png,
400,Associated Masterformat Sections: 22 14 26 ,Facility Stormwater Drains,D2030.30 / 21-04 20 30 30 / Ss 50 35 80,350,"Inclusions:
• actual construction elements size, shape, spacing,
and location/connections of components.
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all components.
• Actual access/code clearance requirements modeled.",1119,119,Includes: Various types of drains to collect storm water. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1119.png,
401,Associated Masterformat Sections: 22 14 26 ,Facility Stormwater Drains,D2030.30 / 21-04 20 30 30 / Ss 50 35 80,400,See D2030.10,1120,119,Includes: Various types of drains to collect storm water. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1120.png,
402,Associated Masterformat Sections: ,Process Support Plumbing Systems,D2060 / 21-04 20 60 / Ss 55 60,100,See D20,,120,Includes: Process Support Plumbing System Supplementary Components as appropriate. ,,
403,Associated Masterformat Sections: ,Process Support Plumbing Systems,D2060 / 21-04 20 60 / Ss 55 60,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of mains and risers.",,120,Includes: Process Support Plumbing System Supplementary Components as appropriate. ,,
404,Associated Masterformat Sections: 01 86 16 / 22 61 00 / 22 61 13 / 22 61 19 ,Compressed-Air Systems,D2060.10 / 21-04 20 60 10 / Ss 55 20 15,100,See D20,,120,,,
405,Associated Masterformat Sections: 01 86 16 / 22 61 00 / 22 61 13 / 22 61 19 ,Compressed-Air Systems,D2060.10 / 21-04 20 60 10 / Ss 55 20 15,200,See D2060,1130,121,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1130.png,
406,Associated Masterformat Sections: 01 86 16 / 22 61 00 / 22 61 13 / 22 61 19 ,Compressed-Air Systems,D2060.10 / 21-04 20 60 10 / Ss 55 20 15,300,"Inclusions:
• design-specified size, shape, spacing, location, and
slope of equipment/pipe, valves, fittings, and insulation
for risers, mains, and branches.
• Approximate allowances for clearances required for all
specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all risers,
mains, and branches.
• Access/code clearance requirements modeled.",1131,121,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1131.png,
407,Associated Masterformat Sections: 01 86 16 / 22 61 00 / 22 61 13 / 22 61 19 ,Compressed-Air Systems,D2060.10 / 21-04 20 60 10 / Ss 55 20 15,350,"Inclusions:
• actual size, shape, spacing, location, connections,
and slope of equipment/pipe, valves, fittings, and
insulation for risers, mains, and branches.
• Actual size, shape, spacing, and clearances required
for all hangers, supports, vibration and seismic control
that are utilized in the layout of all risers, mains, and
branches.
• Actual access/code clearance requirements modeled.
• Actual floor and wall penetration elements.",1132,121,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1132.png,
408,Associated Masterformat Sections: 01 86 16 / 22 61 00 / 22 61 13 / 22 61 19 ,Compressed-Air Systems,D2060.10 / 21-04 20 60 10 / Ss 55 20 15,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",1133,121,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1133.png,
409,Associated Masterformat Sections: 01 86 19 / 23 00 00 ,"Heating, Ventilation, and Air Conditioning (HVAC)",D30 / 21-04 30 / Ss 60,100,"Inclusions:
• Diagrammatic or schematic model elements.
• conceptual and/or schematic layout/flow diagram;",,122,,,
410,Associated Masterformat Sections: 01 86 19 / 23 10 00 ,Facility Fuel Systems,D3010 / 21-04 30 10 / Ss 55 50,100,See D30,,123,"Includes: Fuel-oil, gasoline, natural-gas, and liquefied-petroleum fuel systems associated with a structure. ",,
411,Associated Masterformat Sections: 01 86 19 / 23 10 00 ,Facility Fuel Systems,D3010 / 21-04 30 10 / Ss 55 50,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of element(s);
• Approximate access/code clearance requirements
modeled.",,123,"Includes: Fuel-oil, gasoline, natural-gas, and liquefied-petroleum fuel systems associated with a structure. ",,
412,Associated Masterformat Sections: 23 11 00 ,Fuel Piping,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,100,See D30,,123,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",,
413,Associated Masterformat Sections: 23 11 00 ,Fuel Piping,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,200,See D3010,1144,123,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1144.png,
414,Associated Masterformat Sections: 23 11 00 ,Fuel Piping,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,300,"Inclusions:
• design-specified size, shape, spacing, and location
of pipe, valves, fittings, and insulation for risers,
mains, and branches.
• Approximate allowances for clearances required for
all specified hangers, supports, vibration and seismic
control that are to be utilized in the layout of all
risers, mains, and branches.
• Access/code clearance requirements modeled.",1143,123,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1143.png,
415,Associated Masterformat Sections: 23 11 00 ,Fuel Piping,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,350,"Inclusions:
• actual size, shape, spacing, and
location/connections of pipe, valves, fittings, and
insulation for risers, mains, and branches.
• Actual size, shape, spacing, and clearances
required for all hangers, supports, vibration and
seismic control that are utilized in the layout of all
risers, mains, and branches.
• Actual access/code clearance requirements.
• Actual floor and wall penetration elements
modeled.",1149,124,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1149.png,
416,Associated Masterformat Sections: 23 11 00 ,Fuel Piping,D3010.10 / 21-04 30 10 10 / Ss 55 50 46,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation",1149,124,"Includes: Fuel piping, valves, piping specialties, and other components within, under, or closely associated with a structure. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1149.png,
417,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,Fuel Pumps,D3010.30 / 21-04 30 10 30 / Ss 55 50,100,See D30,,124,Includes: Fuel pumps within or closely associated with a structure. ,,
418,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,Fuel Pumps,D3010.30 / 21-04 30 10 30 / Ss 55 50,200,See D3010,,124,Includes: Fuel pumps within or closely associated with a structure. ,,
419,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,Fuel Pumps,D3010.30 / 21-04 30 10 30 / Ss 55 50,300,"Inclusions:
• design-specified size, shape, spacing, and location of
equipment.
• Approximate allowances for clearances required for all
specified anchors, supports, vibration and seismic
control that are utilized in the layout of equipment.
• Access/code clearance requirements modeled.",,124,Includes: Fuel pumps within or closely associated with a structure. ,,
420,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,Fuel Pumps,D3010.30 / 21-04 30 10 30 / Ss 55 50,350,"Inclusions:
• Modeled as actual size, shape, spacing, and
location/connections of equipment.
• Actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout of
equipment.
• Actual access/code clearance requirements modeled.",,124,Includes: Fuel pumps within or closely associated with a structure. ,,
421,Associated Masterformat Sections: 23 12 00 / 23 12 13 / 23 12 16 ,Fuel Pumps,D3010.30 / 21-04 30 10 30 / Ss 55 50,400,See D3010.10,,125,Includes: Fuel pumps within or closely associated with a structure. ,,
422,Associated Masterformat Sections: 23 13 00 ,Fuel Storage Tanks,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,100,See D30,1154,125,Includes: Fuel tanks under or closely associated with a structure. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1154.png,
423,Associated Masterformat Sections: 23 13 00 ,Fuel Storage Tanks,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,200,See D3010,1157,125,Includes: Fuel tanks under or closely associated with a structure. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1157.png,
424,Associated Masterformat Sections: 23 13 00 ,Fuel Storage Tanks,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,300,"Inclusions:
• design-specified size, shape, spacing, and location of
tank(s).
• approximate allowances for spacing and clearances
required for all specified anchors, supports, vibration
and seismic control that are utilized in the layout.
• access/code clearance requirements modeled.",1155,125,Includes: Fuel tanks under or closely associated with a structure. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1155.png,
425,Associated Masterformat Sections: 23 13 00 ,Fuel Storage Tanks,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,350,"Inclusions:
• actual size, shape, spacing, and location/connections
of tank(s).
• actual size, shape, spacing, and clearances required
for all specified anchors, supports, vibration and
seismic control that are utilized in the layout actual
access/code clearance requirements modeled.",1156,125,Includes: Fuel tanks under or closely associated with a structure. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1156.png,
426,Associated Masterformat Sections: 23 13 00 ,Fuel Storage Tanks,D3010.50 / 21-04 30 10 50 / Ss 55 10 75 0,400,See D3010.10,1162,126,Includes: Fuel tanks under or closely associated with a structure. ,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1162.png,
427,Associated Masterformat Sections: 01 86 19 ,Heating Systems,D3020 / 21-04 30 20 / Ss 60 40 37,100,See D30,,126,"Includes: Associated ductwork, piping, valves, and specialties. Includes: Heating System Supplementary Components as appropriate. ",,
428,Associated Masterformat Sections: 01 86 19 ,Heating Systems,D3020 / 21-04 30 20 / Ss 60 40 37,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of element(s).",,126,"Includes: Associated ductwork, piping, valves, and specialties. Includes: Heating System Supplementary Components as appropriate. ",,
429,Associated Masterformat Sections: 23 51 00 / 23 52 00 / 23 52 13 / 23 53 00 / 23 53 13 / 23 53 16 / 23 54 00 / 23 56 00 / 23 56 13 / 23 56 16 / 23 55 00 / 23 57 00 ,Heat Generation,D3020.10 / 21-04 30 20 10 / Ss 60 40 37,100,See D30,,126,"Includes: Boilers, furnaces, solar, geothermal, and biomass heat generation, fuel fired heaters, and heat exchangers. Includes: Fuel- fired boilers and generators for hot water and steam systems. Includes breechings, chimneys, and stacks. Includes: Electric boilers and generators for hot water and steam systems. Includes: Equipment to remove oxygen and other dissolved gases in boiler feed. ",,
430,Associated Masterformat Sections: 23 51 00 / 23 52 00 / 23 52 13 / 23 53 00 / 23 53 13 / 23 53 16 / 23 54 00 / 23 56 00 / 23 56 13 / 23 56 16 / 23 55 00 / 23 57 00 ,Heat Generation,D3020.10 / 21-04 30 20 10 / Ss 60 40 37,200,See D3020,1163,126,"Includes: Boilers, furnaces, solar, geothermal, and biomass heat generation, fuel fired heaters, and heat exchangers. Includes: Fuel- fired boilers and generators for hot water and steam systems. Includes breechings, chimneys, and stacks. Includes: Electric boilers and generators for hot water and steam systems. Includes: Equipment to remove oxygen and other dissolved gases in boiler feed. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1163.png,
